total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_no_cache_baseline,scenario_concurrent_load,scenario_primary_timeout_100_retry,scenario_both_degraded
1400,0.9564,0.0436,1.1,293.65,316.03,0.7645,0.6214,26,2376.4443397521973,0.234488,0.87,pass,pass,pass,pass,pass,pass,pass
